obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(Ry),Ek(Ry),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,
"=""""","=""""","=""4052.26147""","=""0.00007""","=""""","=""2467.75784""","=""""","=""1.8846e+04""","=""4.6395e-03""","=""2.4757e+00""","=""-1.73147""",AAA,"=""0.93700026843""","=""0.9594881325""","=""4d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""3/2""",4,4,,
"=""""","=""""","=""4052.26174""","=""0.00004""","=""""","=""2467.757676""","=""""","=""2.4763e+05""","=""6.0962e-02""","=""3.2530e+01""","=""-0.61288""",AAA,"=""0.937000269041""","=""0.95948813163""","=""4p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",4,4,,
"=""""","=""""","=""4052.26738""","=""0.00008""","=""""","=""2467.75424""","=""""","=""4.1023e+06""","=""1.3465e+00""","=""1.0778e+03""","=""0.90737""",AAA,"=""0.9370004073""","=""(0.9594882385848)""","=""4f""","=""2F*""","=""5/2""","=""5g""","=""2G""","=""7/2""",6,8,,
"=""""","=""""","=""4052.26742""","=""0.00008""","=""""","=""2467.75421""","=""""","=""2.5844e+06""","=""8.4831e-01""","=""6.7901e+02""","=""0.70670""",AAA,"=""0.937000407277""","=""0.9594882383""","=""4d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""7/2""",6,8,,
"=""""","=""""","=""4052.2737678""","=""0.0000016""","=""""","=""2467.7503478""","=""""","=""1.7229e+05""","=""4.2415e-02""","=""3.3950e+01""","=""-0.59433""",AAA,"=""0.937000407277""","=""(0.9594882030874)""","=""4d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""5/2""",6,6,,
"=""""","=""""","=""4052.27384""","=""0.00010""","=""""","=""2467.75031""","=""""","=""2.4037e+03""","=""5.9175e-04""","=""4.7365e-01""","=""-2.44971""",AAA,"=""0.9370004073""","=""[0.95948820273]""","=""4f""","=""2F*""","=""5/2""","=""5d""","=""2D""","=""5/2""",6,6,,
"=""""","=""""","=""4052.276012""","=""0.000021""","=""""","=""2467.748981""","=""""","=""4.2542e+06""","=""1.3091e+00""","=""1.3972e+03""","=""1.02007""",AAA,"=""0.93700047657""","=""(0.9594882599236)""","=""4f""","=""2F*""","=""7/2""","=""5g""","=""2G""","=""9/2""",8,10,,
"=""4052.279""","=""0.008""","=""4052.269""","=""0.010""","=""0.010""","=""2467.747""","=""11000""","=""2.6993e+06""","=""1.0383e+00""","=""4.4324e+03""","=""1.52146""",AAA,"=""0.93700036""","=""0.95948818""","=""4""","=""""","=""""","=""5""","=""""","=""""",32,50,,
"=""""","=""""","=""4052.279858""","=""0.000021""","=""""","=""2467.746639""","=""""","=""1.5193e+05""","=""3.7402e-02""","=""3.9918e+01""","=""-0.52401""",AAA,"=""0.93700047657""","=""(0.9594882385848)""","=""4f""","=""2F*""","=""7/2""","=""5g""","=""2G""","=""7/2""",8,8,,
"=""""","=""""","=""4052.28632""","=""0.00005""","=""""","=""2467.74271""","=""""","=""4.8075e+04""","=""8.8764e-03""","=""9.4734e+00""","=""-1.14867""",AAA,"=""0.93700047657""","=""[0.95948820273]""","=""4f""","=""2F*""","=""7/2""","=""5d""","=""2D""","=""5/2""",8,6,,
"=""""","=""""","=""4052.28649""","=""0.00007""","=""""","=""2467.74260""","=""""","=""1.6962e+05""","=""2.7838e-02""","=""2.2283e+01""","=""-0.77720""",AAA,"=""0.937000407277""","=""0.9594881325""","=""4d""","=""2D""","=""5/2""","=""5p""","=""2P*""","=""3/2""",6,4,,
"=""""","=""""","=""4052.28665""","=""0.00010""","=""""","=""2467.74250""","=""""","=""5.0480e+04""","=""8.2849e-03""","=""6.6315e+00""","=""-1.30356""",AAA,"=""0.9370004073""","=""0.95948813163""","=""4f""","=""2F*""","=""5/2""","=""5d""","=""2D""","=""3/2""",6,4,,
"=""""","=""""","=""4052.29631""","=""0.00007""","=""""","=""2467.73662""","=""""","=""4.3010e+05""","=""5.2942e-02""","=""2.8251e+01""","=""-0.67414""",AAA,"=""0.937000269041""","=""[0.9594879398]""","=""4p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",4,2,,
"=""""","=""""","=""4052.29992""","=""0.00007""","=""""","=""2467.73442""","=""""","=""1.8849e+05""","=""2.3202e-02""","=""1.2381e+01""","=""-1.03242""",AAA,"=""0.93700026843""","=""0.9594879191""","=""4d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""1/2""",4,2,,
"=""""","=""""","=""4170.797""","=""0.005""","=""""","=""2397.623""","=""(240)""","=""8.2716e+03""","=""1.0124e-02""","=""1.0008e+02""","=""-0.13730""",AAA,"=""0.971703813""","=""[0.993552563]""","=""6""","=""""","=""""","=""13""","=""""","=""""",72,338,,
"=""""","=""""","=""4376.458""","=""0.004""","=""""","=""2284.9528""","=""(300)""","=""1.2884e+04""","=""1.4794e-02""","=""1.5345e+02""","=""0.02742""",AAA,"=""0.971703813""","=""0.992525835""","=""6""","=""""","=""""","=""12""","=""""","=""""",72,288,,
"=""4653.78""","=""0.03""","=""4653.774""","=""0.013""","=""0.01""","=""2148.789""","=""4200""","=""3.2528e+05""","=""2.0700e-01""","=""1.5857e+03""","=""1.01494""",AAA,"=""0.95948818""","=""0.979069427""","=""5""","=""""","=""""","=""7""","=""""","=""""",50,98,,
"=""""","=""""","=""4672.512""","=""0.005""","=""""","=""2140.1764""","=""(370)""","=""2.1096e+04""","=""2.3202e-02""","=""2.5694e+02""","=""0.22286""",AAA,"=""0.971703813""","=""0.991206536""","=""6""","=""""","=""""","=""11""","=""""","=""""",72,242,,
"=""""","=""""","=""5091.321""","=""0.004""","=""""","=""1964.1268""","=""""","=""7.5169e+02""","=""2.3839e-03""","=""3.9153e+01""","=""-0.63148""",AAA,"=""0.979069427""","=""[0.996967867]""","=""7""","=""""","=""""","=""20""","=""""","=""""",98,800,,
"=""5128.65""","=""0.08""","=""5128.662""","=""0.006""","=""-0.01""","=""1949.83""","=""(450)""","=""3.6881e+04""","=""4.0387e-02""","=""4.9090e+02""","=""0.46357""",AAA,"=""0.971703813""","=""0.989471939""","=""6""","=""""","=""""","=""10""","=""""","=""""",72,200,,
"=""""","=""""","=""5169.282""","=""0.004""","=""""","=""1934.5047""","=""""","=""9.8498e+02""","=""2.9062e-03""","=""4.8462e+01""","=""-0.54544""",AAA,"=""0.979069427""","=""[0.996697931]""","=""7""","=""""","=""""","=""19""","=""""","=""""",98,722,,
"=""""","=""""","=""5263.685""","=""0.004""","=""""","=""1899.8096""","=""""","=""1.3121e+03""","=""3.6028e-03""","=""6.1174e+01""","=""-0.45214""",AAA,"=""0.979069427""","=""[0.996381766]""","=""7""","=""""","=""""","=""18""","=""""","=""""",98,648,,
"=""""","=""""","=""5379.776""","=""0.004""","=""""","=""1858.8134""","=""""","=""1.7812e+03""","=""4.5568e-03""","=""7.9079e+01""","=""-0.35012""",AAA,"=""0.979069427""","=""[0.996008181]""","=""7""","=""""","=""""","=""17""","=""""","=""""",98,578,,
"=""""","=""""","=""5525.190""","=""0.006""","=""""","=""1809.8925""","=""(150)""","=""2.4709e+03""","=""5.9062e-03""","=""1.0527e+02""","=""-0.23746""",AAA,"=""0.979069427""","=""[0.995562381]""","=""7""","=""""","=""""","=""16""","=""""","=""""",98,512,,
"=""""","=""""","=""5711.464""","=""0.006""","=""""","=""1750.8646""","=""(180)""","=""3.5158e+03""","=""7.8926e-03""","=""1.4541e+02""","=""-0.11155""",AAA,"=""0.979069427""","=""[0.995024479]""","=""7""","=""""","=""""","=""15""","=""""","=""""",98,450,,
"=""""","=""""","=""5908.220""","=""0.008""","=""""","=""1692.5572""","=""(540)""","=""7.0652e+04""","=""8.3164e-02""","=""1.1645e+03""","=""0.77727""",AAA,"=""0.971703813""","=""0.987127529""","=""6""","=""""","=""""","=""9""","=""""","=""""",72,162,,
"=""""","=""""","=""5956.845""","=""0.006""","=""""","=""1678.7409""","=""(210)""","=""5.1562e+03""","=""1.0968e-02""","=""2.1076e+02""","=""0.03136""",AAA,"=""0.979069427""","=""[0.994367240]""","=""7""","=""""","=""""","=""14""","=""""","=""""",98,392,,
"=""""","=""""","=""6291.918""","=""0.007""","=""""","=""1589.3405""","=""(250)""","=""7.8457e+03""","=""1.6054e-02""","=""3.2584e+02""","=""0.19682""",AAA,"=""0.979069427""","=""[0.993552563]""","=""7""","=""""","=""""","=""13""","=""""","=""""",98,338,,
"=""""","=""""","=""6771.993""","=""0.006""","=""""","=""1476.6701""","=""(300)""","=""1.2503e+04""","=""2.5253e-02""","=""5.5164e+02""","=""0.39354""",AAA,"=""0.979069427""","=""0.992525835""","=""7""","=""""","=""""","=""12""","=""""","=""""",98,288,,
"=""""","=""""","=""6946.756""","=""0.006""","=""""","=""1439.5208""","=""""","=""6.8858e+02""","=""3.1136e-03""","=""9.1144e+01""","=""-0.39953""",AAA,"=""0.983849989""","=""[0.996967867]""","=""8""","=""""","=""""","=""20""","=""""","=""""",128,800,,
"=""""","=""""","=""7092.708""","=""0.006""","=""""","=""1409.8987""","=""""","=""9.0700e+02""","=""3.8585e-03""","=""1.1532e+02""","=""-0.30637""",AAA,"=""0.983849989""","=""[0.996697931]""","=""8""","=""""","=""""","=""19""","=""""","=""""",128,722,,
"=""""","=""""","=""7271.651""","=""0.006""","=""""","=""1375.2036""","=""""","=""1.2159e+03""","=""4.8798e-03""","=""1.4953e+02""","=""-0.20439""",AAA,"=""0.983849989""","=""[0.996381766]""","=""8""","=""""","=""""","=""18""","=""""","=""""",128,648,,
"=""""","=""""","=""7459.71725""","=""0.00022""","=""""","=""1340.53338""","=""""","=""3.7456e+05""","=""6.2496e-01""","=""3.0696e+02""","=""0.09688""",AAA,"=""0.9594879191""","=""[0.971703758118]""","=""5p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,
"=""""","=""""","=""7459.72976""","=""0.00022""","=""""","=""1340.53114""","=""""","=""2.4295e+05""","=""4.0537e-01""","=""1.9910e+02""","=""-0.09112""",AAA,"=""[0.9594879398]""","=""[0.971703758319]""","=""5s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,
"=""""","=""""","=""7459.78520""","=""0.00022""","=""""","=""1340.52117""","=""""","=""8.9393e+04""","=""7.4579e-02""","=""3.6631e+01""","=""-0.82635""",AAA,"=""0.9594879191""","=""0.971703646834""","=""5p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,
"=""""","=""""","=""7459.80517""","=""0.00022""","=""""","=""1340.51758""","=""""","=""2.4296e+05""","=""2.0270e-01""","=""9.9559e+01""","=""-0.39212""",AAA,"=""[0.9594879398]""","=""[0.971703634829]""","=""5s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,
"=""""","=""""","=""7459.82191""","=""0.00013""","=""""","=""1340.514575""","=""""","=""6.7504e+05""","=""8.4476e-01""","=""8.2985e+02""","=""0.52880""",AAA,"=""0.95948813163""","=""(0.9717037992530)""","=""5d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",4,6,,
"=""""","=""""","=""7459.82244""","=""0.00022""","=""""","=""1340.51448""","=""""","=""4.4948e+05""","=""5.6249e-01""","=""5.5256e+02""","=""0.35218""",AAA,"=""0.9594881325""","=""0.971703799272""","=""5p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,
"=""""","=""""","=""7459.84691""","=""0.00013""","=""""","=""1340.510083""","=""""","=""9.5934e+03""","=""8.0037e-03""","=""7.8624e+00""","=""-1.49465""",AAA,"=""0.95948813163""","=""[0.971703758319]""","=""5d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",4,4,,
"=""""","=""""","=""7459.84757""","=""0.00022""","=""""","=""1340.50996""","=""""","=""7.4915e+04""","=""6.2501e-02""","=""6.1398e+01""","=""-0.60205""",AAA,"=""0.9594881325""","=""[0.971703758118]""","=""5p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,
"=""""","=""""","=""7459.85277""","=""0.00013""","=""""","=""1340.509030""","=""""","=""7.2326e+05""","=""8.0455e-01""","=""1.1855e+03""","=""0.68370""",AAA,"=""[0.95948820273]""","=""(0.9717038198343)""","=""5d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""7/2""",6,8,,
"=""""","=""""","=""7459.8530091""","=""0.0000006""","=""""","=""1340.50898694""","=""""","=""1.0662e+06""","=""1.1860e+00""","=""1.7476e+03""","=""0.85225""",AAA,"=""(0.9594882030874)""","=""(0.9717038197954)""","=""5f""","=""2F*""","=""5/2""","=""6g""","=""2G""","=""7/2""",6,8,,
"=""""","=""""","=""7459.86534""","=""0.00013""","=""""","=""1340.506772""","=""""","=""4.8217e+04""","=""4.0227e-02""","=""5.9276e+01""","=""-0.61733""",AAA,"=""[0.95948820273]""","=""(0.9717037992530)""","=""5d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""5/2""",6,6,,
"=""""","=""""","=""7459.8655424""","=""0.0000022""","=""""","=""1340.5067348""","=""""","=""1.8609e+03""","=""1.5525e-03""","=""2.2877e+00""","=""-2.03081""",AAA,"=""(0.9594882030874)""","=""0.971703799272""","=""5f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""5/2""",6,6,,
"=""""","=""""","=""7459.8670""","=""0.0003""","=""""","=""1340.50648""","=""""","=""1.1057e+06""","=""1.1531e+00""","=""2.2655e+03""","=""0.96496""",AAA,"=""0.9594882383""","=""(0.9717038321443)""","=""5f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""9/2""",8,10,,
"=""""","=""""","=""7459.86716042""","=""0.00000005""","=""""","=""1340.506444010""","=""""","=""1.6083e+06""","=""1.6772e+00""","=""3.2953e+03""","=""1.12769""",AAA,"=""(0.9594882385848)""","=""(0.9717038321200)""","=""5g""","=""2G""","=""7/2""","=""6h""","=""2H*""","=""9/2""",8,10,,
"=""""","=""""","=""7459.8745""","=""0.0003""","=""""","=""1340.50512""","=""""","=""3.9489e+04""","=""3.2946e-02""","=""6.4728e+01""","=""-0.57911""",AAA,"=""0.9594882383""","=""(0.9717038197954)""","=""5f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""7/2""",8,8,,
"=""""","=""""","=""7459.87466311""","=""0.00000005""","=""""","=""1340.505095810""","=""""","=""3.1591e+02""","=""2.6356e-04""","=""5.1782e-01""","=""-2.67603""",AAA,"=""(0.9594882385848)""","=""(0.9717038198343)""","=""5g""","=""2G""","=""7/2""","=""6f""","=""2F*""","=""7/2""",8,8,,
"=""""","=""""","=""7459.87516407""","=""0.00000005""","=""""","=""1340.505005790""","=""""","=""1.6448e+06""","=""1.6467e+00""","=""4.0441e+03""","=""1.21662""",AAA,"=""(0.9594882599236)""","=""(0.9717038403528)""","=""5g""","=""2G""","=""9/2""","=""6h""","=""2H*""","=""11/2""",10,12,,
"=""""","=""""","=""7459.88019175""","=""0.00000005""","=""""","=""1340.504102340""","=""""","=""3.6552e+04""","=""3.0495e-02""","=""7.4893e+01""","=""-0.51577""",AAA,"=""(0.9594882599236)""","=""(0.9717038321200)""","=""5g""","=""2G""","=""9/2""","=""6h""","=""2H*""","=""9/2""",10,10,,
"=""""","=""""","=""7459.8871""","=""0.0003""","=""""","=""1340.50287""","=""""","=""3.7220e+04""","=""2.3289e-02""","=""4.5757e+01""","=""-0.72975""",AAA,"=""0.9594882383""","=""0.971703799272""","=""5f""","=""2F*""","=""7/2""","=""6d""","=""2D""","=""5/2""",8,6,,
"=""""","=""""","=""7459.88723179""","=""0.00000005""","=""""","=""1340.502837280""","=""""","=""1.1373e+04""","=""7.1164e-03""","=""1.3982e+01""","=""-1.24465""",AAA,"=""(0.9594882385848)""","=""(0.9717037992530)""","=""5g""","=""2G""","=""7/2""","=""6f""","=""2F*""","=""5/2""",8,6,,
"=""""","=""""","=""7459.88769446""","=""0.00000005""","=""""","=""1340.502754140""","=""""","=""1.1057e+04""","=""7.3799e-03""","=""1.8124e+01""","=""-1.13195""",AAA,"=""(0.9594882599236)""","=""(0.9717038198343)""","=""5g""","=""2G""","=""9/2""","=""6f""","=""2F*""","=""7/2""",10,8,,
"=""""","=""""","=""7459.89034""","=""0.00013""","=""""","=""1340.502280""","=""""","=""8.6344e+04""","=""4.8025e-02""","=""7.0766e+01""","=""-0.54039""",AAA,"=""[0.95948820273]""","=""[0.971703758319]""","=""5d""","=""2D""","=""5/2""","=""6p""","=""2P*""","=""3/2""",6,4,,
"=""""","=""""","=""7459.890674""","=""0.000007""","=""""","=""1340.5022187""","=""""","=""3.9082e+04""","=""2.1737e-02""","=""3.2031e+01""","=""-0.88464""",AAA,"=""(0.9594882030874)""","=""[0.971703758118]""","=""5f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""3/2""",6,4,,
"=""7459.90""","=""0.06""","=""7459.84""","=""0.03""","=""0.06""","=""1340.500""","=""(3000)""","=""1.0254e+06""","=""1.2319e+00""","=""1.5127e+04""","=""1.78954""",AAA,"=""0.95948818""","=""0.971703813""","=""5""","=""""","=""""","=""6""","=""""","=""""",50,72,,
"=""""","=""""","=""7459.91553""","=""0.00022""","=""""","=""1340.49775""","=""""","=""1.7880e+05""","=""7.4587e-02""","=""7.3271e+01""","=""-0.52528""",AAA,"=""0.9594881325""","=""0.971703646834""","=""5p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",4,2,,
"=""""","=""""","=""7459.92233""","=""0.00013""","=""""","=""1340.496531""","=""""","=""9.5946e+04""","=""4.0024e-02""","=""3.9318e+01""","=""-0.79562""",AAA,"=""0.95948813163""","=""[0.971703634829]""","=""5d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""1/2""",4,2,,
"=""""","=""""","=""7495.087""","=""0.007""","=""""","=""1334.2074""","=""""","=""1.6635e+03""","=""6.3265e-03""","=""1.9981e+02""","=""-0.09163""",AAA,"=""0.983849989""","=""[0.996008181]""","=""8""","=""""","=""""","=""17""","=""""","=""""",128,578,,
"=""7502.44""","=""0.17""","=""7502.502""","=""0.012""","=""-0.06""","=""1332.90""","=""620""","=""1.5609e+05""","=""2.3407e-01""","=""4.1616e+03""","=""1.22667""",AAA,"=""0.971703813""","=""0.983849989""","=""6""","=""""","=""""","=""8""","=""""","=""""",72,128,,
"=""""","=""""","=""7508.107""","=""0.008""","=""""","=""1331.8937""","=""(360)""","=""2.1174e+04""","=""4.4169e-02""","=""1.0697e+03""","=""0.63635""",AAA,"=""0.979069427""","=""0.991206536""","=""7""","=""""","=""""","=""11""","=""""","=""""",98,242,,
"=""""","=""""","=""7780.366""","=""0.010""","=""""","=""1285.2865""","=""(130)""","=""2.3306e+03""","=""8.4602e-03""","=""2.7737e+02""","=""0.03459""",AAA,"=""0.983849989""","=""[0.995562381]""","=""8""","=""""","=""""","=""16""","=""""","=""""",128,512,,
"=""8154.84""","=""0.05""","=""8154.887""","=""0.011""","=""-0.05""","=""1226.265""","=""120""","=""3.3586e+03""","=""1.1772e-02""","=""4.0454e+02""","=""0.17807""",AAA,"=""0.983849989""","=""[0.995024479]""","=""8""","=""""","=""""","=""15""","=""""","=""""",128,450,,
"=""8664.460""","=""0.023""","=""8664.498""","=""0.011""","=""-0.038""","=""1154.140""","=""180""","=""5.0098e+03""","=""1.7268e-02""","=""6.3048e+02""","=""0.34445""",AAA,"=""0.983849989""","=""[0.994367240]""","=""8""","=""""","=""""","=""14""","=""""","=""""",128,392,,
"=""8760.064""","=""0.014""","=""8760.068""","=""0.012""","=""-0.004""","=""1141.5442""","=""420""","=""3.9049e+04""","=""9.1636e-02""","=""2.5892e+03""","=""0.95329""",AAA,"=""0.979069427""","=""0.989471939""","=""7""","=""""","=""""","=""10""","=""""","=""""",98,200,,
"=""""","=""""","=""9260.526""","=""0.010""","=""""","=""1079.8523""","=""""","=""6.4524e+02""","=""4.0966e-03""","=""2.0233e+02""","=""-0.17806""",AAA,"=""0.987127529""","=""[0.996967867]""","=""9""","=""""","=""""","=""20""","=""""","=""""",162,800,,
"=""9392.03""","=""0.03""","=""9392.013""","=""0.014""","=""0.02""","=""1064.733""","=""60""","=""7.8037e+03""","=""2.7251e-02""","=""1.0785e+03""","=""0.54259""",AAA,"=""0.983849989""","=""[0.993552563]""","=""8""","=""""","=""""","=""13""","=""""","=""""",128,338,,
"=""""","=""""","=""9521.722""","=""0.011""","=""""","=""1050.2302""","=""""","=""8.5550e+02""","=""5.1824e-03""","=""2.6317e+02""","=""-0.07596""",AAA,"=""0.987127529""","=""[0.996697931]""","=""9""","=""""","=""""","=""19""","=""""","=""""",162,722,,
"=""""","=""""","=""9847.025""","=""0.012""","=""""","=""1015.5351""","=""""","=""1.1562e+03""","=""6.7228e-03""","=""3.5306e+02""","=""0.03707""",AAA,"=""0.987127529""","=""[0.996381766]""","=""9""","=""""","=""""","=""18""","=""""","=""""",162,648,,
"=""""","=""""","=""10261.263""","=""0.013""","=""""","=""974.5389""","=""""","=""1.5979e+03""","=""8.9994e-03""","=""4.9250e+02""","=""0.16373""",AAA,"=""0.987127529""","=""[0.996008181]""","=""9""","=""""","=""""","=""17""","=""""","=""""",162,578,,
"=""10503.507""","=""0.018""","=""10503.494""","=""0.012""","=""0.013""","=""952.0630""","=""190""","=""1.2870e+04""","=""4.7894e-02""","=""2.1198e+03""","=""0.78749""",AAA,"=""0.983849989""","=""0.992525835""","=""8""","=""""","=""""","=""12""","=""""","=""""",128,288,,
"=""10803.59""","=""0.07""","=""10803.593""","=""0.020""","="" 0.00""","=""925.618""","=""80""","=""2.2679e+03""","=""1.2542e-02""","=""7.2266e+02""","=""0.30789""",AAA,"=""0.987127529""","=""[0.995562381]""","=""9""","=""""","=""""","=""16""","=""""","=""""",162,512,,
"=""11308.681""","=""0.018""","=""11308.706""","=""0.017""","=""-0.025""","=""884.2764""","=""420""","=""8.2370e+04""","=""2.6090e-01""","=""9.5158e+03""","=""1.40769""",AAA,"=""0.979069427""","=""0.987127529""","=""7""","=""""","=""""","=""9""","=""""","=""""",98,162,,
"=""11539.54""","=""0.04""","=""11539.481""","=""0.021""","=""0.06""","=""866.586""","=""110""","=""3.3253e+03""","=""1.8440e-02""","=""1.1348e+03""","=""0.47527""",AAA,"=""0.987127529""","=""[0.995024479]""","=""9""","=""""","=""""","=""15""","=""""","=""""",162,450,,
"=""""","=""""","=""12156.826""","=""0.019""","=""""","=""822.5831""","=""""","=""6.1733e+02""","=""5.4711e-03""","=""4.3793e+02""","=""0.03910""",AAA,"=""0.989471939""","=""[0.996967867]""","=""10""","=""""","=""""","=""20""","=""""","=""""",200,800,,
"=""12371.912""","=""0.020""","=""12371.91""","=""0.03""","=""0.00""","=""808.2825""","=""410""","=""4.5608e+05""","=""1.4245e+00""","=""4.1774e+04""","=""2.01099""",AAA,"=""0.971703813""","=""0.979069427""","=""6""","=""""","=""""","=""7""","=""""","=""""",72,98,,
"=""12387.153""","=""0.018""","=""12387.158""","=""0.017""","=""-0.005""","=""807.2880""","=""340""","=""2.3007e+04""","=""1.0006e-01""","=""5.2231e+03""","=""1.10748""",AAA,"=""0.983849989""","=""0.991206536""","=""8""","=""""","=""""","=""11""","=""""","=""""",128,242,,
"=""12587.05""","=""0.03""","=""12587.065""","=""0.022""","=""-0.01""","=""794.4674""","=""210""","=""5.0797e+03""","=""2.9195e-02""","=""1.9599e+03""","=""0.67483""",AAA,"=""0.987127529""","=""[0.994367240]""","=""9""","=""""","=""""","=""14""","=""""","=""""",162,392,,
"=""""","=""""","=""12610.961""","=""0.021""","=""""","=""792.9610""","=""""","=""8.2526e+02""","=""7.1032e-03""","=""5.8981e+02""","=""0.15248""",AAA,"=""0.989471939""","=""[0.996697931]""","=""10""","=""""","=""""","=""19""","=""""","=""""",200,722,,
"=""""","=""""","=""13187.986""","=""0.023""","=""""","=""758.2659""","=""""","=""1.1269e+03""","=""9.5202e-03""","=""8.2666e+02""","=""0.27967""",AAA,"=""0.989471939""","=""[0.996381766]""","=""10""","=""""","=""""","=""18""","=""""","=""""",200,648,,
"=""""","=""""","=""13941.76""","=""0.03""","=""""","=""717.2697""","=""""","=""1.5782e+03""","=""1.3291e-02""","=""1.2200e+03""","=""0.42458""",AAA,"=""0.989471939""","=""[0.996008181]""","=""10""","=""""","=""""","=""17""","=""""","=""""",200,578,,
"=""""","=""""","=""14183.07""","=""0.03""","=""""","=""705.0660""","=""(130)""","=""8.1919e+03""","=""5.1545e-02""","=""3.8990e+03""","=""0.92170""",AAA,"=""0.987127529""","=""[0.993552563]""","=""9""","=""""","=""""","=""13""","=""""","=""""",162,338,,
"=""""","=""""","=""14962.25""","=""0.04""","=""""","=""668.3488""","=""(70)""","=""2.2796e+03""","=""1.9586e-02""","=""1.9296e+03""","=""0.59299""",AAA,"=""0.989471939""","=""[0.995562381]""","=""10""","=""""","=""""","=""16""","=""""","=""""",200,512,,
"=""""","=""""","=""15816.95""","=""0.03""","=""""","=""632.2331""","=""""","=""6.0262e+02""","=""7.4717e-03""","=""9.4153e+02""","=""0.25724""",AAA,"=""0.991206536""","=""[0.996967867]""","=""11""","=""""","=""""","=""20""","=""""","=""""",242,800,,
"=""""","=""""","=""16209.09""","=""0.04""","=""""","=""616.9377""","=""(270)""","=""4.6762e+04""","=""2.8780e-01""","=""1.9658e+04""","=""1.56630""",AAA,"=""0.983849989""","=""0.989471939""","=""8""","=""""","=""""","=""10""","=""""","=""""",128,200,,
"=""""","=""""","=""16411.71""","=""0.05""","=""""","=""609.3209""","=""(70)""","=""3.4241e+03""","=""3.1110e-02""","=""3.3617e+03""","=""0.79393""",AAA,"=""0.989471939""","=""[0.995024479]""","=""10""","=""""","=""""","=""15""","=""""","=""""",200,450,,
"=""""","=""""","=""16594.45""","=""0.03""","=""""","=""602.6110""","=""""","=""8.1411e+02""","=""1.0027e-02""","=""1.3257e+03""","=""0.38500""",AAA,"=""0.991206536""","=""[0.996697931]""","=""11""","=""""","=""""","=""19""","=""""","=""""",242,722,,
"=""""","=""""","=""16880.61""","=""0.03""","=""""","=""592.3956""","=""(140)""","=""1.4269e+04""","=""1.0837e-01""","=""9.7565e+03""","=""1.24443""",AAA,"=""0.987127529""","=""0.992525835""","=""9""","=""""","=""""","=""12""","=""""","=""""",162,288,,
"=""""","=""""","=""17608.24""","=""0.04""","=""""","=""567.9159""","=""""","=""1.1267e+03""","=""1.4024e-02""","=""1.9673e+03""","=""0.53068""",AAA,"=""0.991206536""","=""[0.996381766]""","=""11""","=""""","=""""","=""18""","=""""","=""""",242,648,,
"=""""","=""""","=""18615.14""","=""0.06""","=""""","=""537.1972""","=""(80)""","=""5.4172e+03""","=""5.5159e-02""","=""6.7607e+03""","=""1.04265""",AAA,"=""0.989471939""","=""[0.994367240]""","=""10""","=""""","=""""","=""14""","=""""","=""""",200,392,,
"=""""","=""""","=""18978.22""","=""0.04""","=""""","=""526.9197""","=""""","=""1.6062e+03""","=""2.0715e-02""","=""3.1321e+03""","=""0.70010""",AAA,"=""0.991206536""","=""[0.996008181]""","=""11""","=""""","=""""","=""17""","=""""","=""""",242,578,,
"=""19061.96""","=""0.04""","=""19061.92""","=""0.04""","=""0.04""","=""524.6050""","=""540""","=""2.2720e+05""","=""1.6148e+00""","=""9.9258e+04""","=""2.19935""",AAA,"=""0.979069427""","=""0.983849989""","=""7""","=""""","=""""","=""8""","=""""","=""""",98,128,,
"=""""","=""""","=""20514.64""","=""0.05""","=""""","=""487.4567""","=""""","=""6.0050e+02""","=""1.0524e-02""","=""2.0471e+03""","=""0.48159""",AAA,"=""0.992525835""","=""[0.996967867]""","=""12""","=""""","=""""","=""20""","=""""","=""""",288,800,,
