element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),Acc,Ei(Ry),Ek(Ry),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
O,7,"=""""","=""""","=""9.70902""","=""0.00007""","=""""","=""9.877e+08""","=""4.181e-03""","=""1.336e-03""",AA,"=""(41.79373715)""","=""(51.179511)""","=""1s.2p""","=""3P*""","=""0""","=""1s.4s""","=""3S""","=""1""",1,3,,"=""T5997LS""","=""""",
O,7,"=""""","=""""","=""9.70958""","=""0.00007""","=""""","=""2.963e+09""","=""4.182e-03""","=""4.007e-03""",AA,"=""(41.79427297)""","=""(51.179511)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4s""","=""3S""","=""1""",3,3,,"=""T5997LS""","=""""",
O,7,"=""""","=""""","=""9.71478""","=""0.00007""","=""""","=""4.930e+09""","=""4.179e-03""","=""6.678e-03""",AA,"=""(41.79929914)""","=""(51.179511)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4s""","=""3S""","=""1""",5,3,,"=""T5997LS""","=""""",
O,7,"=""""","=""""","=""10.02330""","=""0.00005""","=""""","=""7.275e+06""","=""1.701e-05""","=""4.601e-01""",AA,"=""(42.18536001)""","=""(51.276843)""","=""1s.2p""","=""1P*""","=""1""","=""1s.4f""","=""1F*""","=""3""",3,7,E2,"=""T3908""","=""""",
O,7,"=""""","=""""","=""10.02337""","=""0.00010""","=""""","=""4.772e+10""","=""1.198e-01""","=""1.187e-01""",AA,"=""(42.18536001)""","=""(51.27679)""","=""1s.2p""","=""1P*""","=""1""","=""1s.4d""","=""1D""","=""2""",3,5,,"=""T5997""","=""""",
O,8,"=""""","=""""","=""10.23476124""","=""0.00000010""","=""""","=""2.2121e+11""","=""6.9477e-01""","=""4.6819e-01""",AA,"=""(48.030910708)""","=""(56.9345580830)""","=""2p""","=""2P*""","=""1/2""","=""3d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
O,8,"=""""","=""""","=""10.23552068""","=""0.00000011""","=""""","=""9.1942e+10""","=""2.8882e-01""","=""1.9464e-01""",AA,"=""(48.03157814)""","=""(56.93456489)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
O,8,"=""""","=""""","=""10.23919004""","=""0.00000015""","=""""","=""8.6479e+09""","=""1.3592e-02""","=""9.1637e-03""",AA,"=""(48.030910708)""","=""(56.93070695)""","=""2p""","=""2P*""","=""1/2""","=""3s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
O,8,"=""""","=""""","=""10.24018717""","=""0.00000013""","=""""","=""9.2230e+10""","=""1.4499e-01""","=""9.7759e-02""",AA,"=""(48.03157814)""","=""(56.93050777)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
O,8,"=""""","=""""","=""10.24896799""","=""0.00000010""","=""""","=""2.6504e+11""","=""6.2606e-01""","=""8.4495e-01""",AA,"=""(48.044602896)""","=""(56.9359083592)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
O,8,"=""""","=""""","=""10.25052468""","=""0.00000010""","=""""","=""4.4169e+10""","=""6.9577e-02""","=""9.3918e-02""",AA,"=""(48.044602896)""","=""(56.9345580830)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
O,8,"=""""","=""""","=""10.25496713""","=""0.00000015""","=""""","=""1.7418e+10""","=""1.3731e-02""","=""1.8543e-02""",AA,"=""(48.044602896)""","=""(56.93070695)""","=""2p""","=""2P*""","=""3/2""","=""3s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
O,6,"=""""","=""""","=""10.32060""","=""""","=""""","=""1.73e+09""","=""5.53e-03""","=""3.75e-03""",B,"=""0.8782320""","=""9.70783""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.9d""","=""2D""","=""3/2""",2,4,,"=""T3225LS""","=""""",
O,6,"=""""","=""""","=""10.32598""","=""""","=""""","=""2.07e+09""","=""4.96e-03""","=""6.75e-03""",B,"=""0.883073""","=""9.70807""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9d""","=""2D""","=""5/2""",4,6,,"=""T3225LS""","=""""",
O,6,"=""""","=""""","=""10.32626""","=""""","=""""","=""3.46e+08""","=""5.53e-04""","=""7.52e-04""",B,"=""0.883073""","=""9.70783""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9d""","=""2D""","=""3/2""",4,4,,"=""T3225LS""","=""""",
O,6,"=""""","=""""","=""10.46120""","=""""","=""""","=""2.48e+09""","=""8.14e-03""","=""5.61e-03""",B+,"=""0.8782320""","=""9.58915""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""10.46688""","=""""","=""""","=""2.97e+09""","=""7.32e-03""","=""1.01e-02""",B+,"=""0.883073""","=""9.58927""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""10.46702""","=""""","=""""","=""4.95e+08""","=""8.13e-04""","=""1.12e-03""",B+,"=""0.883073""","=""9.58915""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""10.48033""","=""""","=""""","=""2.39e+08""","=""3.94e-04""","=""2.72e-04""",B,"=""0.8782320""","=""[9.57325]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",2,2,,"=""T3127LS""","=""""",
O,6,"=""""","=""""","=""10.48617""","=""""","=""""","=""4.77e+08""","=""3.93e-04""","=""5.43e-04""",B,"=""0.883073""","=""[9.57325]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",4,2,,"=""T3127LS""","=""""",
O,6,"=""""","=""""","=""10.67310""","=""""","=""""","=""3.78e+09""","=""1.29e-02""","=""9.07e-03""",B+,"=""0.8782320""","=""9.41621""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""10.67888""","=""""","=""""","=""4.53e+09""","=""1.16e-02""","=""1.63e-02""",B+,"=""0.883073""","=""9.41643""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""10.67915""","=""""","=""""","=""7.54e+08""","=""1.29e-03""","=""1.81e-03""",B+,"=""0.883073""","=""9.41621""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""10.7020""","=""""","=""""","=""3.62e+08""","=""6.22e-04""","=""4.38e-04""",B,"=""0.8782320""","=""9.3932""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",2,2,,"=""T3127LS""","=""""",
O,6,"=""""","=""""","=""10.7081""","=""""","=""""","=""7.22e+08""","=""6.21e-04""","=""8.75e-04""",B,"=""0.883073""","=""9.3932""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",4,2,,"=""T3127LS""","=""""",
O,6,"=""""","=""""","=""11.01570""","=""""","=""""","=""6.18e+09""","=""2.25e-02""","=""1.63e-02""",A,"=""0.8782320""","=""9.15067""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""11.02198""","=""""","=""""","=""7.40e+09""","=""2.02e-02""","=""2.93e-02""",A,"=""0.883073""","=""9.15080""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""11.02215""","=""""","=""""","=""1.23e+09""","=""2.24e-03""","=""3.25e-03""",A,"=""0.883073""","=""9.15067""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""11.0656""","=""""","=""""","=""5.85e+08""","=""1.07e-03""","=""7.82e-04""",B,"=""0.8782320""","=""9.1134""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6s""","=""2S""","=""1/2""",2,2,,"=""T3127LS""","=""""",
O,6,"=""""","=""""","=""11.0721""","=""""","=""""","=""1.17e+09""","=""1.08e-03""","=""1.57e-03""",B,"=""0.883073""","=""9.1134""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6s""","=""2S""","=""1/2""",4,2,,"=""T3127LS""","=""""",
O,5,"=""""","=""""","=""11.435799""","=""""","=""""","=""1.72e+09""","=""1.01e-02""","=""3.81e-03""",C+,"=""0.000000""","=""7.968547""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.8p""","=""1P*""","=""1""",1,3,,"=""T5633""","=""""",
O,6,"=""""","=""""","=""11.582148""","=""""","=""""","=""1.23e+10""","=""4.95e-02""","=""3.77e-02""",B+,"=""0.0000000""","=""7.867859""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""11.583005""","=""""","=""""","=""1.23e+10""","=""2.47e-02""","=""1.89e-02""",B+,"=""0.0000000""","=""7.867276""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
O,5,"=""""","=""""","=""11.616102""","=""""","=""""","=""2.28e+09""","=""1.38e-02""","=""5.29e-03""",C+,"=""0.000000""","=""7.844861""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.7p""","=""1P*""","=""1""",1,3,,"=""T5633""","=""""",
O,6,"=""""","=""""","=""11.63499""","=""""","=""""","=""1.12e+10""","=""4.55e-02""","=""3.48e-02""",A,"=""0.8782320""","=""8.71036""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""11.64207""","=""""","=""""","=""1.35e+10""","=""4.11e-02""","=""6.31e-02""",A,"=""0.883073""","=""8.71044""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""11.64219""","=""""","=""""","=""2.24e+09""","=""4.55e-03""","=""6.98e-03""",A,"=""0.883073""","=""8.71036""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""11.7327""","=""""","=""""","=""1.07e+09""","=""2.21e-03""","=""1.71e-03""",B,"=""0.8782320""","=""8.6451""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""11.7401""","=""""","=""""","=""2.13e+09""","=""2.20e-03""","=""3.40e-03""",B,"=""0.883073""","=""8.6451""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
O,5,"=""""","=""""","=""11.799967""","=""""","=""""","=""9.04e+08""","=""5.66e-03""","=""2.20e-03""",C,"=""0.000000""","=""7.722624""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.(2P*<3/2>).4d""","=""1P*""","=""1""",1,3,,"=""T5633""","=""""",
O,5,"=""""","=""""","=""11.910207""","=""""","=""""","=""4.64e+09""","=""2.96e-02""","=""1.16e-02""",B,"=""0.000000""","=""7.651144""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.6p""","=""1P*""","=""1""",1,3,,"=""T5633""","=""""",
O,5,"=""""","=""""","=""12.208724""","=""""","=""""","=""9.03e+08""","=""3.36e-03""","=""4.06e-03""",C+,"=""0.747955""","=""8.212020""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*<3/2>).5p""","=""3P""","=""2""",3,5,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.208812""","=""""","=""""","=""1.20e+09""","=""8.04e-03""","=""3.23e-03""",C+,"=""0.746715""","=""8.210726""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*<3/2>).5p""","=""3P""","=""1""",1,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.210841""","=""""","=""""","=""9.03e+08""","=""2.02e-03""","=""2.43e-03""",C,"=""0.747955""","=""8.210726""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*<3/2>).5p""","=""3P""","=""1""",3,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.213297""","=""""","=""""","=""2.71e+09""","=""6.06e-03""","=""1.22e-02""",B,"=""0.750750""","=""8.212020""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*<3/2>).5p""","=""3P""","=""2""",5,5,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.213302""","=""""","=""""","=""3.61e+09""","=""2.69e-03""","=""3.25e-03""",C+,"=""0.747955""","=""8.209222""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*<3/2>).5p""","=""3P""","=""0""",3,1,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.215416""","=""""","=""""","=""1.50e+09""","=""2.01e-03""","=""4.05e-03""",C+,"=""0.750750""","=""8.210726""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*<3/2>).5p""","=""3P""","=""1""",5,3,,"=""T5633LS""","=""""",
O,5,"=""12.4616""","=""""","=""12.461587""","=""""","=""80""","=""7.15e+09""","=""4.99e-02""","=""2.05e-02""",B,"=""0.000000""","=""7.312608""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.5p""","=""1P*""","=""1""",1,3,,"=""T5633""","=""L552""",
O,5,"=""""","=""""","=""12.606851""","=""""","=""""","=""1.37e+09""","=""9.79e-03""","=""4.06e-03""",C+,"=""0.746715""","=""7.975063""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.8d""","=""3D""","=""1""",1,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.608681""","=""""","=""""","=""1.85e+09""","=""7.35e-03""","=""9.15e-03""",C+,"=""0.747955""","=""7.975254""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.8d""","=""3D""","=""2""",3,5,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.609014""","=""""","=""""","=""1.02e+09""","=""2.43e-03""","=""3.03e-03""",C+,"=""0.747955""","=""7.975063""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.8d""","=""3D""","=""1""",3,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.613511""","=""""","=""""","=""2.46e+09""","=""8.21e-03""","=""1.71e-02""",B,"=""0.750750""","=""7.975282""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.8d""","=""3D""","=""3""",5,7,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.613558""","=""""","=""""","=""6.14e+08""","=""1.46e-03""","=""3.04e-03""",C+,"=""0.750750""","=""7.975254""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.8d""","=""3D""","=""2""",5,5,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.613892""","=""""","=""""","=""6.82e+07""","=""9.76e-05""","=""2.03e-04""",D,"=""0.750750""","=""7.975063""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.8d""","=""3D""","=""1""",5,3,,"=""T5633LS""","=""""",
O,7,"=""""","=""""","=""12.82489""","=""0.00007""","=""""","=""5.055e+10""","=""3.735e-01""","=""1.576e-01""",AA,"=""(41.8133563)""","=""(48.918815)""","=""1s.2s""","=""1S""","=""0""","=""1s.3p""","=""1P*""","=""1""",1,3,,"=""T5997""","=""""",
O,5,"=""""","=""""","=""12.823217""","=""""","=""""","=""2.03e+09""","=""1.50e-02""","=""6.34e-03""",C+,"=""0.746715""","=""7.853099""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.7d""","=""3D""","=""1""",1,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.825209""","=""""","=""""","=""2.75e+09""","=""1.13e-02""","=""1.43e-02""",B,"=""0.747955""","=""7.853236""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.7d""","=""3D""","=""2""",3,5,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.825456""","=""""","=""""","=""1.52e+09""","=""3.75e-03""","=""4.75e-03""",C+,"=""0.747955""","=""7.853099""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.7d""","=""3D""","=""1""",3,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.830206""","=""""","=""""","=""3.65e+09""","=""1.26e-02""","=""2.66e-02""",B,"=""0.750750""","=""7.853263""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.7d""","=""3D""","=""3""",5,7,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.830256""","=""""","=""""","=""9.13e+08""","=""2.25e-03""","=""4.76e-03""",C+,"=""0.750750""","=""7.853236""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.7d""","=""3D""","=""2""",5,5,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""12.830503""","=""""","=""""","=""1.01e+08""","=""1.50e-04""","=""3.16e-04""",D,"=""0.750750""","=""7.853099""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.7d""","=""3D""","=""1""",5,3,,"=""T5633LS""","=""""",
O,7,"=""""","=""""","=""12.84124""","=""0.00007""","=""""","=""1.213e+11""","=""4.998e-01""","=""6.338e-01""",AA,"=""(41.79427297)""","=""(48.890684)""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""3D""","=""2""",3,5,,"=""T5997LS""","=""""",
O,7,"=""""","=""""","=""12.84040""","=""0.00007""","=""""","=""8.982e+10""","=""6.661e-01""","=""2.816e-01""",AA,"=""(41.79373715)""","=""(48.890611)""","=""1s.2p""","=""3P*""","=""0""","=""1s.3d""","=""3D""","=""1""",1,3,,"=""T5997LS""","=""""",
O,7,"=""""","=""""","=""12.84137""","=""0.00007""","=""""","=""6.735e+10""","=""1.665e-01""","=""2.112e-01""",AA,"=""(41.79427297)""","=""(48.890611)""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""3D""","=""1""",3,3,,"=""T5997LS""","=""""",
O,7,"=""""","=""""","=""12.84951""","=""0.00007""","=""""","=""1.613e+11""","=""5.590e-01""","=""1.182e+00""",AA,"=""(41.79929914)""","=""(48.891143)""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""3""",5,7,,"=""T5997LS""","=""""",
O,7,"=""""","=""""","=""12.85034""","=""0.00007""","=""""","=""4.033e+10""","=""9.984e-02""","=""2.112e-01""",AA,"=""(41.79929914)""","=""(48.890684)""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""2""",5,5,,"=""T5997LS""","=""""",
O,7,"=""""","=""""","=""12.85047""","=""0.00007""","=""""","=""4.481e+09""","=""6.657e-03""","=""1.408e-02""",AA,"=""(41.79929914)""","=""(48.890611)""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""1""",5,3,,"=""T5997LS""","=""""",
O,7,"=""""","=""""","=""12.86875""","=""0.00007""","=""""","=""6.719e+06""","=""5.540e-05""","=""1.059e+00""",AA,"=""(41.8133563)""","=""(48.894595)""","=""1s.2s""","=""1S""","=""0""","=""1s.3d""","=""1D""","=""2""",1,5,E2,"=""T3908""","=""""",
O,5,"=""""","=""""","=""12.881696""","=""""","=""""","=""2.12e+09""","=""5.27e-03""","=""6.71e-03""",D,"=""1.447071""","=""8.521194""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2p.(2P*<1/2>).6p""","=""1P""","=""1""",3,3,,"=""T5633""","=""""",
O,6,"=""""","=""""","=""12.978496""","=""""","=""""","=""2.43e+10""","=""1.23e-01""","=""1.05e-01""",A,"=""0.8782320""","=""7.899593""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""12.987091""","=""""","=""""","=""2.91e+10""","=""1.10e-01""","=""1.89e-01""",A,"=""0.883073""","=""7.899788""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""12.987452""","=""""","=""""","=""4.85e+09""","=""1.23e-02""","=""2.10e-02""",A,"=""0.883073""","=""7.899593""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
O,5,"=""""","=""""","=""13.173660""","=""""","=""""","=""3.08e+09""","=""2.40e-02""","=""1.04e-02""",B,"=""0.746715""","=""7.664057""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.6d""","=""3D""","=""1""",1,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""13.176022""","=""""","=""""","=""4.16e+09""","=""1.80e-02""","=""2.35e-02""",B,"=""0.747955""","=""7.664057""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.6d""","=""3D""","=""2""",3,5,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""13.176022""","=""""","=""""","=""2.31e+09""","=""6.01e-03""","=""7.82e-03""",C+,"=""0.747955""","=""7.664057""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.6d""","=""3D""","=""1""",3,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""13.181297""","=""""","=""""","=""5.54e+09""","=""2.02e-02""","=""4.38e-02""",B,"=""0.750750""","=""7.664084""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.6d""","=""3D""","=""3""",5,7,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""13.181349""","=""""","=""""","=""1.38e+09""","=""3.59e-03""","=""7.80e-03""",C+,"=""0.750750""","=""7.664057""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.6d""","=""3D""","=""2""",5,5,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""13.181349""","=""""","=""""","=""1.54e+08""","=""2.41e-04""","=""5.22e-04""",D,"=""0.750750""","=""7.664057""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.6d""","=""3D""","=""1""",5,3,,"=""T5633LS""","=""""",
O,6,"=""""","=""""","=""13.22190""","=""""","=""""","=""2.18e+09""","=""5.71e-03""","=""4.97e-03""",B+,"=""0.8782320""","=""7.77034""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""13.23119""","=""""","=""""","=""4.34e+09""","=""5.70e-03""","=""9.92e-03""",B+,"=""0.883073""","=""7.77034""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
O,7,"=""""","=""""","=""13.27434""","=""0.00012""","=""""","=""2.505e+09""","=""1.986e-02""","=""8.680e-03""",AA,"=""(41.79373715)""","=""(48.658612)""","=""1s.2p""","=""3P*""","=""0""","=""1s.3s""","=""3S""","=""1""",1,3,,"=""T5997LS""","=""""",
O,7,"=""""","=""""","=""13.27538""","=""0.00012""","=""""","=""7.512e+09""","=""1.985e-02""","=""2.604e-02""",AA,"=""(41.79427297)""","=""(48.658612)""","=""1s.2p""","=""3P*""","=""1""","=""1s.3s""","=""3S""","=""1""",3,3,,"=""T5997LS""","=""""",
O,5,"=""""","=""""","=""13.279094""","=""""","=""""","=""1.66e+09""","=""7.31e-03""","=""9.59e-03""",C+,"=""0.747955""","=""7.610374""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*<3/2>).4p""","=""3P""","=""2""",3,5,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""13.279692""","=""""","=""""","=""2.22e+09""","=""1.76e-02""","=""7.70e-03""",C+,"=""0.746715""","=""7.608825""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*<3/2>).4p""","=""3P""","=""1""",1,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""13.282093""","=""""","=""""","=""1.66e+09""","=""4.39e-03""","=""5.76e-03""",C+,"=""0.747955""","=""7.608825""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*<3/2>).4p""","=""3P""","=""1""",3,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""13.284505""","=""""","=""""","=""4.98e+09""","=""1.32e-02""","=""2.88e-02""",B,"=""0.750750""","=""7.610374""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*<3/2>).4p""","=""3P""","=""2""",5,5,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""13.284510""","=""""","=""""","=""6.65e+09""","=""5.86e-03""","=""7.69e-03""",C+,"=""0.747955""","=""7.607576""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*<3/2>).4p""","=""3P""","=""0""",3,1,,"=""T5633LS""","=""""",
O,7,"=""""","=""""","=""13.28511""","=""0.00012""","=""""","=""1.249e+10""","=""1.984e-02""","=""4.339e-02""",AA,"=""(41.79929914)""","=""(48.658612)""","=""1s.2p""","=""3P*""","=""2""","=""1s.3s""","=""3S""","=""1""",5,3,,"=""T5997LS""","=""""",
O,5,"=""""","=""""","=""13.287506""","=""""","=""""","=""2.77e+09""","=""4.40e-03""","=""9.62e-03""",C+,"=""0.750750""","=""7.608825""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*<3/2>).4p""","=""3P""","=""1""",5,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""13.33103""","=""""","=""""","=""8.33e+08""","=""6.66e-03""","=""2.92e-03""",C,"=""0.746715""","=""7.582398""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*<3/2>).4p""","=""3S""","=""1""",1,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""13.33345""","=""""","=""""","=""2.50e+09""","=""6.66e-03""","=""8.77e-03""",C+,"=""0.747955""","=""7.582398""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*<3/2>).4p""","=""3S""","=""1""",3,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""13.33891""","=""""","=""""","=""4.16e+09""","=""6.66e-03""","=""1.46e-02""",B,"=""0.750750""","=""7.582398""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*<3/2>).4p""","=""3S""","=""1""",5,3,,"=""T5633LS""","=""""",
